Symbol,Name,Currency
011210.KS,Hyundai Wia Corp,KRW
011280.KS,Tailim Packaging Co Ltd,KRW
0113.HK,Dickson Concepts (International) Ltd,HKD
0113.KL,MMS VENTURES BHD,MYR
011300.KS,Seongan Co Ltd,KRW
011330.KS,"Uni CHEM Co., Ltd.",KRW
011390.KS,Busan Industrial Co Ltd,KRW
0114.HK,Herald Holdings Limited,HKD
0115.HK,Grand Field Group Holdings Limited,HKD
011500.KS,Hannong Chemicals Inc,KRW
0116.HK,Chow Sang Sang Holdings Intrnl Ltd,HKD
0116.KL,FOCUS DYNAMICS GROUP BERHAD,MYR
011690.KS,Yuyang D&U Co Ltd,KRW
0117.HK,Tianli Holdings Group Ltd,HKD
0117.KL,SMRT HOLDINGS BERHAD,MYR
011700.KS,Hanshin Machinery Co Ltd,KRW
011720.KS,N/A,N/A
011760.KS,Hyundai Corporation,KRW
011780.KS,Kumho Petro Chemical Co Ltd,KRW
011790.KS,SKC LTD,KRW
0118.HK,Cosmos Machinery Enterprises Limited,HKD
0118.KL,TRIVE PROPERTY GROUP BERHAD,MYR
011810.KS,STX Corp,KRW
0119.HK,Poly Property Group Co Ltd,HKD
0119.KL,APPASIA BERHAD,MYR
0120.HK,Cosmopolitan International Holdings Ltd,HKD
0120.KL,VISDYNAMICS HOLDINGS BHD,MYR
012030.KS,DB Inc,KRW
0121.HK,CP Lotus Corp,HKD
012160.KS,"YOUNG HEUNG IRON & STEEL CO., LTD.",KRW
012170.KS,Kiwi Media Group Co Ltd,KRW
0122.HK,Crocodile Garments Limited,HKD
0122.KL,ADVANCE INFORMATION MARKETING,MYR
012200.KS,Keyang Electric Machinery Co Ltd,KRW
012205.KS,Keyang Electric Machinery Co Ltd Preference Shares,KRW
0123.HK,Yuexiu Property Co Ltd,HKD
0123.KL,PRIVASIA TECHNOLOGY BERHAD,MYR
012320.KS,Kyungdong Invest Co Ltd,KRW
012330.KS,"HYUNDAI MOBIS CO., LTD.",KRW
0124.HK,Guangdong Land Holdings Ltd,HKD
012450.KS,Hanwha Aerospace Co Ltd,KRW
0125.HK,Sun Hing Vision Group Holdings Ltd.,HKD
012510.KS,"DuzonBizon Co., Ltd.",KRW
0126.HK,Carrianna Group Holdings Co Ltd,HKD
0126.KL,MICROLINK SOLUTIONS BHD,MYR
012600.KS,Chungho Comnet Co Ltd,KRW
012610.KS,Kyung-in Synthetic Corp,KRW
012690.KS,"Monalisa Co., Ltd.",KRW
0127.HK,Chinese Estates Holdings Ltd,HKD
0127.KL,JHM CONSOLIDATION BHD,MYR
012750.KS,S1 Corp,KRW
0128.HK,ENM Holdings Ltd,HKD
0128.KL,FRONTKEN CORPORATION BHD,MYR
012800.KS,Daechang Co Ltd,KRW
0129.HK,Asia Standard International Group Ltd.,HKD
0129.KL,SILVER RIDGE HOLDINGS BHD,MYR
0130.HK,Moiselle International Holdings Limited,HKD
013000.KS,Sewoo Global Co Ltd,KRW
0131.HK,Cheuk Nang (Holdings) Limited,HKD
0131.KL,DIVERSIFIED GATEWAY SOLUTIONS,MYR
0132.HK,China Investments Holdings Limited,HKD
0132.KL,TECHNODEX BHD,MYR
0133.HK,China Merchants China Direct Investments,HKD
0133.KL,SANICHI TECHNOLOGY BHD,MYR
0135.HK,Kunlun Energy Company Ltd,HKD
013570.KS,DY Corp,KRW
0136.HK,HengTen Networks Group Ltd,HKD
0136.KL,GREENYIELD BHD,MYR
0137.HK,Jinhui Holdings Company Limited,HKD
013700.KS,Camus Engineering & Construction Inc,KRW
0138.HK,CCT Fortis Holdings Ltd,HKD
0138.KL,MY E.G. SERVICES BHD,MYR
013870.KS,GMB Korea Corp,KRW
0139.HK,China Soft Power Technology Holdings Ltd,HKD
013A.F,JD.Com Inc(ADR),EUR
0140.KL,STERLING PROGRESS BERHAD,MYR
0141.HK,Great China Holding Ltd,HKD
014160.KS,"Daeyoung Packaging Co., Ltd.",KRW
0142.HK,First Pacific Company Limited,HKD
014285.KS,Kumkang Kind Co Ltd Preference Shares,KRW
0143.HK,Guoan International Ltd,HKD
0143.KL,KEY ASIC BHD,MYR
0144.HK,China Merchants Port Holdings Co Ltd,HKD
014440.KS,Youngbo Chemical Co Ltd,KRW
0145.HK,The Hong Kong Building and Loan Agency,HKD
0145.KL,TFP SOLUTIONS BHD,MYR
014530.KS,"Kukdong Oil & Chemicals Co., Ltd.",KRW
014580.KS,Baekkwang Mineral Products Co Ltd,KRW
0146.HK,Tai Ping Carpets Group,HKD
0146.KL,JF TECHNOLOGY BHD,MYR
014680.KS,Hansol Chemical Co Ltd,KRW
0147.HK,International Business Setlmnt Hlds Ltd,HKD
0147.KL,INNITY CORPORATION BHD,MYR
014710.KS,Sajo Sea Food Co Ltd,KRW
0148.HK,Kingboard Holdings Ltd,HKD
0148.KL,SUNZEN BIOTECH BHD,MYR
014820.KS,Dongwon Systems Corp,KRW
014825.KS,Dongwon Systems Corp Preference Shares,KRW
014830.KS,Unid Co Ltd,KRW
0149.HK,China Agri-Products Exchange Ltd,HKD
0149.KL,FIBON BERHAD,MYR
014910.KS,Sungmoon Electronics Co Ltd,KRW
014915.KS,Sungmoon Electronics Co Ltd Preference Shares,KRW
014990.KS,In the F CO LTD,KRW
015.F,Aileron Therapeutics Inc,EUR
0150.KL,FINTEC GLOBAL BERHAD,MYR
015020.KS,e-Starco Co Ltd,KRW
0151.HK,Want Want China Holdings Ltd.,HKD
0151.KL,KELINGTON GROUP BERHAD,MYR
0152.HK,Shenzhen International Holdings Limited,HKD
0152.KL,DGB ASIA BERHAD,MYR
015230.KS,"Daechang Forging Co., Ltd.",KRW
015260.KS,Automobile & PCB,KRW
0153.HK,China Saite Group Co Ltd,HKD
0153.KL,OVERSEA ENTERPRISE BERHAD,MYR
015350.KS,Busan City Gas Co Ltd,KRW
0154.HK,Beijing Enterprises Environment GroupLtd,HKD
0154.KL,EA HOLDINGS BERHAD,MYR
0155.HK,China Solar Energy Holdings Ltd,HKD
0155.KL,MSIAN GENOMICS RES CENTRE BHD,MYR
015540.KS,Mediplant Co Ltd,KRW
015590.KS,Curo Co Ltd,KRW
0156.HK,Lippo China Resources Limited,HKD
0156.KL,MANAGEPAY SYSTEMS BERHAD,MYR
0157.HK,Natural Beauty Bio-Technology Ltd,HKD
0157.KL,FOCUS POINT HOLDINGS BERHAD,MYR
015760.KS,Korea Electric Power Corporation,KRW
0158.HK,Melbourne Enterprises Limited,HKD
0158.KL,SCC HOLDINGS BERHAD,MYR
015860.KS,Iljin Hldg Co Ltd,KRW
015890.KS,Taekyung Industrial Co Ltd,KRW
0159.HK,Brockman Mining Ltd,HKD
0159.KL,ASIA MEDIA GROUP BERHAD,MYR
016.F,Crescent Point Energy Corp,EUR
0160.HK,Hon Kwok Land Investment Co. Ltd.,HKD
0160.KL,HIAP HUAT HOLDINGS BHD,MYR
016090.KS,"Daehyun Co., Ltd.",KRW
0161.HK,AVIC International Holdings Ltd,HKD
0161.KL,SCH GROUP BERHAD,MYR
0162.HK,Century Ginwa Retail Holdings Ltd,HKD
0162.KL,IDEAL JACOBS (M) CORPORATION B,MYR
0163.HK,Emperor International Holdings Ltd,HKD
0163.KL,CAREPLUS GROUP BERHAD,MYR
016380.KS,"Dongbu Steel Co., Ltd.",KRW
016385.KS,"Dongbu Steel Co., Ltd. Preference Shares",KRW
0164.HK,China Baoli Technologies Holdings Ltd,HKD
016450.KS,"HANSAE YES24 HOLDINGS CO., LTD.",KRW
0165.HK,China Everbright Limited,HKD
0165.KL,XOX BHD,MYR
016580.KS,"WHANIN PHARM CO.,LTD",KRW
016590.KS,Shindaeyang Paper Co Ltd,KRW
0166.HK,New Times Energy Corporation Ltd,HKD
0166.KL,INARI AMERTRON BERHAD,MYR
0167.HK,IDT International Limited,HKD
0167.KL,MCLEAN TECHNOLOGIES BERHAD,MYR
016710.KS,Daesung Holdings Co Ltd,KRW
0168.HK,TSINGTAO BREWER/Shs H Vtg 1.00,HKD
0168.KL,BOILERMECH HOLDINGS BHD,MYR
016800.KS,Fursys Inc,KRW
016880.KS,Woongjin Co Ltd,KRW
0169.HK,Wanda Hotel Development Co Ltd,HKD
0169.KL,SMTRACK BERHAD,MYR
0170.HK,N/A,N/A
0170.KL,KANGER INTERNATIONAL BERHAD,MYR
0171.HK,Silver Grant International Industries,HKD
0171.KL,PETERLABS HOLDINGS BHD,MYR
017180.KS,Myungmoon Pharm Co Ltd,KRW
0172.HK,Goldbond Group Holdings Limited,HKD
0172.KL,OCK GROUP BERHAD,MYR
0173.HK,K. Wah International Holdings Ltd,HKD
0173.KL,REV ASIA BERHAD,MYR
017370.KS,"Wooshin Systems Co., Ltd.",KRW
017390.KS,Seoul City Gas Co Ltd,KRW
0174.HK,Gemini Investments (Holdings) Ltd,HKD
0174.KL,iDIMENSION CONSOLIDATED BHD,MYR
0175.HK,Geely Automobile Holdings Ltd,HKD
0175.KL,HENG HUAT RESOURCES GROUP BHD,MYR
017550.KS,"Soosan Heavy Industries Co., Ltd.",KRW
0176.HK,United Pacific Industries Limited,HKD
0176.KL,KRONOLOGI ASIA BERHAD,MYR
017670.KS,SK Telecom Co Ltd,KRW
0177.HK,JIANGSU EXPWY/Shs H Vtg 1.00,HKD
0177.KL,PASUKHAS GROUP BERHAD,MYR
0178.KL,SEDANIA INNOVATOR BERHAD,MYR
017810.KS,Pulmuone Co Ltd,KRW
0179.HK,Johnson Electric Holdings Limited,HKD
0179.KL,BIOALPHA HOLDINGS BERHAD,MYR
017900.KS,AUK Corp,KRW
017940.KS,E1 Corporation,KRW
017960.KS,Hankuk Carbon Co Ltd,KRW
0180.HK,Kader Holdings Co Ltd,HKD
0180.KL,KIM TECK CHEONG CONSOLIDATED BE,MYR
0181.HK,Fujian Holdings Ltd,HKD
0181.KL,AEMULUS HOLDINGS BERHAD,MYR
0182.HK,Concord New Energy Group Ltd,HKD
018260.KS,Samsung SDS Co Ltd,KRW
0183.HK,Winfull Group Holdings Ltd,HKD
0184.HK,Keck Seng Investments Hong Kong Ltd,HKD
018470.KS,"Choil Aluminum Co., Ltd.",KRW
0185.HK,ZH International Holdings Ltd,HKD
018500.KS,Dongwon Metal Co Ltd,KRW
0186.HK,Nimble Holdings Co Ltd,HKD
018670.KS,SK Gas Ltd.,KRW
0187.HK,JINGCHENG MAC/Shs H Vtg 1.00,HKD
0188.HK,SW Kingsway Capital Holdings Ltd,HKD
018880.KS,Hanon Systems,KRW
0189.HK,Dongyue Group Limited,HKD
019.F,DuluxGroup Limited,EUR
0190.HK,Hkc (Holdings) Ltd,HKD
0191.HK,Lai Sun Garment (International) Limited,HKD
019170.KS,Shinpoong Pharmaceutical Co Ltd,KRW
019175.KS,Shinpoong Pharmaceutical Co Ltd Preference Shares,KRW
019180.KS,THN Corp,KRW
0193.HK,Capital Estate Ltd,HKD
019300.KS,N/A,N/A
0194.HK,Liu Chong Hing Investment Ltd,HKD
019440.KS,SeAH Special Steel Co Ltd,KRW
019490.KS,Hitron Systems Inc,KRW
0195.HK,Greentech Technology International Ltd,HKD
0196.HK,Honghua Group Ltd,HKD
019680.KS,Daekyo Co Ltd,KRW
019685.KS,Daekyo Co Ltd Preference Shares,KRW
0197.HK,Heng Tai Consumables Group Limited,HKD
0198.HK,SMI Holdings Group Ltd,HKD
0199.HK,ITC Properties Group Limited,HKD
01H.F,Horiba Ltd,EUR
01K.F,Keller Group plc,EUR
01T.F,Tokyu Corp,EUR
01X.F,CellCube Energy Storage Systems Inc,EUR
0200.HK,Melco International Development Ltd,HKD
0201.HK,Magnificent Hotel Investments Ltd,HKD
020120.KS,KidariStudio Inc,KRW
020150.KS,Iljin Materials,KRW
0202.HK,EverChina Intl Holdings Co Ltd,HKD
0204.HK,China Investment Development Ltd,HKD
0205.HK,SEEC Media Group Ltd,HKD
020560.KS,Asiana Airlines Inc,KRW
0207.HK,Joy City Property Ltd,HKD
020760.KS,"Iljin Display Co., Ltd.",KRW
0208.HK,Polytec Asset Holdings Limited,HKD
0209.HK,Winshine Science Co Ltd,HKD
021.F,SFS Group AG,EUR
0210.HK,Daphne International Holdings Limited,HKD
0211.HK,Styland Holdings Limited,HKD
0212.HK,Nanyang Holdings Ltd,HKD
021240.KS,Coway Co Ltd,KRW
0213.HK,National Electronics Holdings Ltd,HKD
0214.HK,Asia Orient Holdings Limited,HKD
0215.HK,Hutchison Telecommunications HK Hld Ltd,HKD
0216.HK,Chinney Investments Ltd,HKD
0217.HK,China Chengtong Development Group Ltd,HKD
0218.HK,Shenwan Hongyuan HK Ltd,HKD
0219.HK,Shun Ho Property Investments Ltd,HKD
0220.HK,Uni-President China Holdings Ltd.,HKD
0221.HK,Easy One Financial Group Ltd,HKD
0222.HK,Min Xin Holdings Ltd,HKD
0223.HK,Elife Holdings Ltd,HKD
0224.HK,Pioneer Global Group Ltd,HKD
0225.HK,Pokfulam Development Company Limited,HKD
0226.HK,Lippo Limited,HKD
0227.HK,First Shanghai Investments Limited,HKD
0228.HK,China Energy Development Holdings Ltd.,HKD
0229.HK,Raymond Industrial Ltd,HKD
0230.HK,Minmetals Land Limited,HKD
023000.KS,Samwon Steel Co  Ltd,KRW
0231.HK,Ping An Securities Group (Holdings) Ltd,HKD
023150.KS,MHEthanol Co Ltd,KRW
0232.HK,Avic International Holding (Hk) Ltd,HKD
0233.HK,"Mingyuan Medicare Development Co., Ltd.",HKD
023350.KS,Korea Engineering Consultant Corp,KRW
0234.HK,New Century Group Hong Kong Ltd.,HKD
023450.KS,"Dongnam Chemical Co., Ltd.",KRW
0235.HK,China Strategic Holdings Ltd,HKD
023530.KS,Lotte Shopping Co Ltd,KRW
0236.HK,San Miguel Brewery Hong Kong Ltd.,HKD
0237.HK,Safety Godown Company Limited,HKD
023800.KS,Inzi Controls Co Ltd,KRW
023810.KS,INFAC Corporation,KRW
0239.HK,Pak Fah Yeow International Ltd,HKD
023960.KS,"SC Engineering Co., Ltd.",KRW
024.F,Mastermyne Group Limited,EUR
0240.HK,Build King Holdings Ltd,HKD
024070.KS,"WISCOM CO.,LTD",KRW
024090.KS,DCM Corporation,KRW
0241.HK,Alibaba Hlth Infrmtn Tchnlgy Ltd,HKD
024110.KS,Industrial Bank of Korea,KRW
0242.HK,Shun Tak Holdings Ltd,HKD
0243.HK,QPL International Holdings Limited,HKD
0244.HK,"The Sincere Company, Limited",HKD
0245.HK,China Minsheng Financial Holdg Corp Ltd,HKD
0246.HK,Real Gold Mining Ltd,HKD
0247.HK,Tsim Sha Tsui Properties Ltd,HKD
024720.KS,Korea Kolmar Holdings Co Ltd,KRW
0248.HK,HKC International Holdings Ltd,HKD
024890.KS,Daewon Chemical Co Ltd,KRW
024900.KS,"Duckyang Industry Co., Ltd.",KRW
0250.HK,Sino-I Technology Limited,HKD
025000.KS,KPX Chemical Co Ltd,KRW
0251.HK,S E A Holdings Ltd,HKD
0252.HK,Southeast Asia Properties & Finance Ltd.,HKD
0253.HK,Shun Ho Holdings Ltd,HKD
0254.HK,National United Resources Holdings Ltd,HKD
0255.HK,Lung Kee (Bermuda) Holdings Limited,HKD
025530.KS,SJM Holdings Co Ltd,KRW
025540.KS,Korea Electric Terminal Co Ltd,KRW
025560.KS,Mirae Corp,KRW
0256.HK,Citychamp Watch & Jewellery Group Ltd,HKD
025620.KS,Jayjun Cosmetic Co Ltd,KRW
0257.HK,China Everbright International Ltd,HKD
0258.HK,Tomson Group Ltd,HKD
025820.KS,"Lee Ku Industrial Co., Ltd.",KRW
025850.KS,N/A,N/A
025890.KS,"Hankook Steel Co., Ltd.",KRW
0259.HK,Yeebo (International Holdings) Ltd,HKD
0260.HK,Avic Joy Holdings HK Ltd,HKD
0261.HK,CCT Land Holdings Ltd,HKD
0262.HK,Deson Development International Holdings,HKD
0263.HK,GT Group Holdings Ltd,HKD
0264.HK,Ascent International Holdings Ltd,HKD
0265.HK,Orient Victory Travel Group Company Ltd,HKD
0266.HK,Tian Teck Land Limited,HKD
0267.HK,CITIC Ltd,HKD
0268.HK,Kingdee International Software Group Co.,HKD
026890.KS,"Digital Power Communications Co., Ltd.",KRW
0269.HK,China Resources&Transportation Group Ltd,HKD
026940.KS,"Bookook Steel Co., Ltd.",KRW
026960.KS,Dong Suh Companies Inc,KRW
0270.HK,Guangdong Investment Ltd,HKD
0271.HK,Asiasec Properties Ltd,HKD
0272.HK,Shui On Land Limited,HKD
0273.HK,Mason Group Holdings Ltd,HKD
027390.KS,Hanwha Galleria Timeworld Co Ltd,KRW
027410.KS,BGF Co Ltd,KRW
0275.HK,Master Glory Group Ltd,HKD
0276.HK,Mongolia Energy Corporation Limited,HKD
0277.HK,Tern Properties Company Limited,HKD
027740.KS,Maniker Co Ltd,KRW
0278.HK,Wah Ha Realty Company Limited,HKD
0279.HK,Freeman FinTech Corporation Ltd,HKD
0280.HK,King Fook Holdings Limited,HKD
0281.HK,Rivera (Holdings) Limited,HKD
028100.KS,Dong-Ah Geological Engineering Co Ltd,KRW
0282.HK,Next Digital Ltd,HKD
028260.KS,Samsung C&T Corp,KRW
0283.HK,N/A,N/A
0285.HK,BYD Electronic (International) Co Ltd,HKD
0286.HK,Common Splendor Intl Hlth Indstry Gp Ltd,HKD
028670.KS,Pan Ocean Co Ltd,KRW
0287.HK,Winfair Investment Company Limited,HKD
0288.HK,WH Group Ltd,HKD
0289.HK,Wing On Company International Ltd,HKD
0291.HK,China Resources Beer Holdings Co Ltd,HKD
0292.HK,Asia Standard Hotel Group Limited,HKD
0293.HK,Cathay Pacific Airways Ltd,HKD
0294.HK,"Yangtzekiang Garment Manufacturing Co.,",HKD
0295.HK,Kong Sun Holdings Ltd,HKD
0296.HK,Emperor Entertainment Hotel Ltd.,HKD
0297.HK,Sinofert Holdings Limited,HKD
029780.KS,Samsung Card Co  Ltd,KRW
0298.HK,Chuang's China Investments Ltd.,HKD
0299.HK,New Sports Group Ltd,HKD
02A1.F,N/A,N/A
02G.F,Guangzhou Automobile Group Co Ltd,EUR
02H.F,Hexatronic Group AB,EUR
02K1.F,Kilo Goldmines Ltd,EUR
02M.F,Mosaic Co,EUR
02P.DE,N/A,N/A
02P.F,PEARL GOLD AG,EUR
02S.F,Spark Infrastructure Group,EUR
02X.F,Xanadu Mines Ltd,EUR
02Y.F,China XD Plastics Company Ltd,EUR
02Z.F,"Express, Inc.",EUR
0300.HK,KUNMING MACHINE/Shs H Vtg 1.00,HKD
030200.KS,KT Corp,KRW
0303.HK,Vtech Holdings Ltd,HKD
0305.HK,Wuling Motors Holdings Ltd,HKD
0306.HK,Kwoon Chung Bus Holdings Limited,HKD
030610.KS,"Kyobo Securities Co., Ltd.",KRW
0307.HK,Up Energy Development Group Ltd,HKD
030790.KS,Tongyang Networks Corp,KRW
0308.HK,China Travel Int'l Investment Hong Kong,HKD
0309.HK,Xinhua News Media Holdings Ltd,HKD
0310.HK,Prosperity Investment Holdings Limited,HKD
0311.HK,Luen Thai Holdings Ltd,HKD
0312.HK,Shirble Depart. Store Hold. (China) Ltd.,HKD
0313.HK,Richly Field China Development Ltd,HKD
031430.KS,Shinsegae International Inc,KRW
031440.KS,Shinsegae Food Co Ltd,KRW
0315.HK,SmarTone Telecommunications Holdings Ltd,HKD
0316.HK,Orient Overseas (International) Ltd,HKD
0317.HK,CSSC FSHORE&MAR/Shs H Vtg 1.00,HKD
0318.HK,Vongroup Limited,HKD
031820.KS,"Comtec Systems Co., Ltd.",KRW
0319.HK,N/A,N/A
0320.HK,Computime Group Limited,HKD
0321.HK,Texwinca Holdings Limited,HKD
0322.HK,Tingyi (Cayman Islands) Holding Corp.,HKD
0323.HK,MAANSHAN IRON &/Shs H Vtg 1.00,HKD
032350.KS,"Lotte Tour Development Co., Ltd.",KRW
032560.KS,"Hwang-Kum Steel & Technology Co., Ltd.",KRW
0326.HK,China Star Entertainment Ltd,HKD
032640.KS,LG Uplus Corp,KRW
0327.HK,Pax Global Technology Ltd,HKD
0328.HK,Alco Holdings Limited,HKD
032830.KS,"Samsung Life Insurance co., Ltd",KRW
0329.HK,OCI International Holdings Ltd,HKD
0330.HK,Esprit Holdings Limited,HKD
033180.KS,Feelux Co Ltd,KRW
0332.HK,Yuan Heng Gas Holdings Ltd,HKD
033240.KS,Jahwa Electronics Co Ltd,KRW
033270.KS,KOREA UNITED PHARM INC,KRW
0333.HK,Top Form International Limited,HKD
0334.HK,China Display Optoelectrncs Tech Hld Ltd,HKD
033530.KS,Sejong Industrial Co Ltd,KRW
0336.HK,Huabao International Holdings Limited,HKD
033660.KS,Aju Capital Co  Ltd,KRW
0337.HK,Greenland Hong Kong Holdings Ltd,HKD
033780.KS,KT&G Corp,KRW
0338.HK,SHANGHAI PETROC/Shs H Vtg 1.00,HKD
0339.HK,Earnest Investments Holdings Ltd.,HKD
033920.KS,Muhak Co Ltd,KRW
0340.HK,Tongguan Gold Group Ltd,HKD
034020.KS,Doosan Heavy Industries Constrctn Co Ltd,KRW
0341.HK,Cafe de Coral Holdings Limited,HKD
034120.KS,Seoul Broadcasting System,KRW
0342.HK,Newocean Energy Holdings Ltd,HKD
034220.KS,LG Display Co Ltd,KRW
0343.HK,Culturecom Holdings Limited,HKD
034310.KS,Nice Holdings Co Ltd,KRW
0345.HK,Vitasoy International Holdings Ltd,HKD
0346.HK,Yanchang Petroleum International Ltd,HKD
0347.HK,ANGANG STL/Shs H Vtg 1.00,HKD
034730.KS,SK HOLDINGS ORD,KRW
03473K.KS,N/A,N/A
0348.HK,China Healthwise Holdings Ltd,HKD
0350.HK,N/A,N/A
035000.KS,G II R Inc,KRW
0351.HK,Asia Energy Logistics Group Limited,HKD
035150.KS,Baiksan Co Ltd,KRW
0352.HK,Fortune Sun (China) Holdings Limited,HKD
035250.KS,"Kangwon Land, Inc.",KRW
0353.HK,Energy International Investment Hld Ltd.,HKD
0354.HK,Chinasoft International Limited,HKD
035420.KS,Naver Corp,KRW
0355.HK,Century City International Holdings Ltd,HKD
035510.KS,SHINSEGAE INFORMATION & COMMUNICATION Co,KRW
0356.HK,DT Capital Ltd,HKD
0357.HK,HNA Infrastructure Co Ltd,HKD
0358.HK,JIANGXI COPPER/Shs H Vtg 1.00,HKD
0359.HK,China Haisheng Juice Holdings Co Ltd.,HKD
0360.HK,New Focus Auto Tech Holdings Ltd.,HKD
0361.HK,Sino Golf Holdings Ltd.,HKD
0362.HK,China Zenith Chemical Group Ltd.,HKD
0363.HK,Shanghai Industrial Holdings Limited,HKD
0364.HK,Blockchain Group Co Ltd,HKD
036460.KS,Korea Gas Corp,KRW
0365.HK,Unisplendour Technology (Holdings) Ltd,HKD
036530.KS,S&T Holdings Co Ltd,KRW
036570.KS,NCSoft Corp,KRW
0366.HK,Luks Group Vietnam Holdings Co Ltd,HKD
0367.HK,Chuang's Consortium International Ltd.,HKD
0368.HK,Sinotrans Shipping Limited.,HKD
0369.HK,Wing Tai Properties Ltd,HKD
0370.HK,China Best Group Holding Ltd,HKD
0371.HK,Beijing Enterprises Water Group Limited,HKD
0372.HK,PT International Development Corprtn Ltd,HKD
0373.HK,Allied Group Limited,HKD
0374.HK,Four Seas Mercantile Holdings Ltd,HKD
0375.HK,YGM Trading Ltd.,HKD
037560.KS,CJ Hello Co Ltd,KRW
0376.HK,Yunfeng Financial Group Ltd,HKD
0377.HK,Huajun International Group Ltd,HKD
037710.KS,Gwangju Shinsegae Department Store Co.,KRW
0378.HK,FDG Kinetic Ltd,HKD
0379.HK,China Ever Grand Financl Lasng Gp Co Ltd,HKD
038.F,Novocure Ltd,EUR
0380.HK,Softpower International Ltd,HKD
0381.HK,Kiu Hung International Holdings Ltd,HKD
0382.HK,N/A,N/A
0383.HK,China Medical & HealthCare Group Ltd,HKD
0384.HK,China Gas Holdings Ltd,HKD
0385.HK,Chinney Alliance Group Limited,HKD
0386.HK,PETROLEUM & CH/Shs H Vtg 1.00,HKD
0387.HK,Leeport (Holdings) Ltd,HKD
0388.HK,Hong Kong Exchanges and Clearing Limited,HKD
0389.HK,China Tontine Wines Group Limited,HKD
0390.HK,CREC/Shs H Vtg 1.00,HKD
0391.HK,Mei Ah Entertainment Group Limited,HKD
039130.KS,Hanatour Service Inc,KRW
0392.HK,Beijing Enterprises Holdings Limited,HKD
0393.HK,Glorious Sun Enterprises Limited,HKD
039490.KS,"KIWOOM Securities Co., Ltd.",KRW
0395.HK,Smartac Group China Holdings Ltd,HKD
039570.KS,HDC I-Controls Co Ltd,KRW
0396.HK,Hing Lee (HK) Holdings Ltd,HKD
0397.HK,Power Financial Group Ltd,HKD
0398.HK,Oriental Watch Holdings Limited,HKD
0399.HK,Innovative Pharmaceutical Biotech Ltd,HKD
03G.F,GasLog Partners LP Unit,EUR
03M.F,Martinrea International Inc,EUR
0400.HK,Cogobuy Group,HKD
0401.HK,Wanjia Group Holdings Ltd,HKD
0402.HK,Peace Map Holding Ltd,HKD
0403.HK,Starlite Holdings Limited,HKD
0404.HK,Hsin Chong Group Holdings Ltd,HKD
0405.HK,Yuexiu Real Estate Investment Trust,HKD
0406.HK,Yau Lee Holdings Limited,HKD
0408.HK,Yip's Chemical Holdings Ltd,HKD
0410.HK,SOHO China Ltd,HKD
0411.HK,Lam Soon (Hong Kong) Limited,HKD
0412.HK,China Shandong Hi-Speed Financl Grp Ltd,HKD
0413.HK,South China Holdings Co Ltd,HKD
0416.HK,Bank of Jinzhou Co Ltd,HKD
0417.HK,Tse Sui Luen Jewellery (Intl) Ltd.,HKD
0418.HK,Founder Holdings Limited,HKD
0419.HK,Huayi Tencent Entertainment Co Ltd,HKD
0420.HK,Fountain Set (Holdings) Limited,HKD
0422.HK,Vietnam Manfng and Exp Prcsng Hldng Ltd,HKD
0423.HK,Hong Kong Economic Times Holdings Ltd.,HKD
0425.HK,Minth Group Limited,HKD
0426.HK,One Media Group Limited,HKD
042660.KS,Daewoo Shipbuilding & Marine Engineering,KRW
042670.KS,Doosan Infracore Co Ltd,KRW
042700.KS,Hanmi Semiconductor Co Ltd,KRW
0428.HK,Huge China Holdings Ltd,HKD
0430.HK,Oriental Explorer Holdings Ltd,HKD
0431.HK,Greater China Financial Holdings Ltd,HKD
0432.HK,Pacific Century Premium Developments Ltd,HKD
0433.HK,North Mining Shares Co Ltd,HKD
0434.HK,Boyaa Interactive International Ltd,HKD
0435.HK,Sunlight Real Estate Investment Trust,HKD
0438.HK,IRICO Group New Energy Co Ltd,HKD
0439.HK,Kuangchi Science Ltd,HKD
0440.HK,Dah Sing Financial Holdings Ltd.,HKD
0442.HK,Hifood Group Holdings Co Ltd,HKD
044380.KS,Jooyon Tech Co Ltd,KRW
0444.HK,Sincere Watch (Hong Kong) Ltd,HKD
0445.HK,Cimc-Tianda Holdings Company Ltd,HKD
044820.KS,Cosmax BTI Inc,KRW
0449.HK,CHIGO HOLDING LTD,HKD
0450.HK,Hung Hing Printing Group Limited,HKD
0451.HK,GCL New Energy Holdings Ltd,HKD
0455.HK,Tianda Pharmaceuticals Ltd,HKD
0456.HK,New City Development Group Ltd,HKD
0458.HK,Tristate Holdings Limited,HKD
0459.HK,Midland IC&I Ltd.,HKD
0460.HK,Sihuan Pharmaceutical Holdings Group Ltd,HKD
0462.HK,Natural Dairy (NZ) Holdings Ltd,HKD
0464.HK,Kenford Group holdings Limited,HKD
0465.HK,Futong Technology Development Hldgs Ltd,HKD
0467.HK,United Energy Group Ltd,HKD
0468.HK,Greatview Aseptic Packaging Company Ltd,HKD
0469.HK,Capxon International Electronic Co. Ltd.,HKD
047040.KS,Daewoo Engineering & Construction Co Ltd,KRW
047050.KS,Posco Daewoo Corp,KRW
0471.HK,CMMB Vision Holdings Limited,HKD
0472.HK,New Silkroad Culturaltainment Ltd,HKD
0474.HK,Hao Tian Development Group Ltd,HKD
0475.HK,Zhong Fa Zhan Holdings Ltd,HKD
